"X","ID","C1_B1","C1_B2","C1_B5","C1_B10","C1_B11","C1_B12","C1_B13","C1_B14","C1_B15","C1_B16","C1_B17","C1_B18","C1_B19","C1_B20","C1_B21","C1_B22","C1_B23","C1_B24","C1_B25","C2_B1","C2_B2","C2_B5","C2_B10","C2_B11","C2_B12","C2_B13","C2_B14","C2_B15","C2_B16","C2_B17","C2_B18","C2_B19","C2_B20","C2_B21","C2_B22","C2_B23","C2_B24","C2_B25","C3_B1","C3_B2","C3_B5","C3_B10","C3_B11","C3_B12","C3_B13","C3_B14","C3_B15","C3_B16","C3_B17","C3_B18","C3_B19","C3_B20","C3_B21","C3_B22","C3_B23","C3_B24","C3_B25","C1_AG1","C1_AG2","C1_AG3","C1_AG4","C2_AG1","C2_AG2","C2_AG3","C2_AG4","C3_AG1","C3_AG2","C3_AG3","C3_AG4","FSM","C1_SConcern1","C1_SConcern2","C1_SConcern3","C1_SConcern4","C1_SConcern5","C1_SConcern6","C1_SConcern7","C1_SConcern8","C1_SConcern9","C1_SConcern10","C1_SConcern11","C1_SConcern12","C1_SConcern13","C1_SConcern14","C1_SConcern15","C1_SConcern16","C1_SConcern17","C1_SConcern18","C1_SConcern19","C1_SConcern20","C2_SConcern1","C2_SConcern2","C2_SConcern3","C2_SConcern4","C2_SConcern5","C2_SConcern6","C2_SConcern7","C2_SConcern8","C2_SConcern9","C2_SConcern10","C2_SConcern11","C2_SConcern12","C2_SConcern13","C2_SConcern14","C2_SConcern15","C2_SConcern16","C2_SConcern17","C2_SConcern18","C2_SConcern19","C2_SConcern20","C3_SConcern1","C3_SConcern2","C3_SConcern3","C3_SConcern4","C3_SConcern5","C3_SConcern6","C3_SConcern7","C3_SConcern8","C3_SConcern9","C3_SConcern10","C3_SConcern11","C3_SConcern12","C3_SConcern13","C3_SConcern14","C3_SConcern15","C3_SConcern16","C3_SConcern17","C3_SConcern18","C3_SConcern19","C3_SConcern20","C2_SL1","C2_SL2","C2_SL3","C2_SL4","C2_SL5","C3_SL1","C3_SL2","C3_SL3","C3_SL4","C3_SL5","C1_LT1","C1_LT2","C1_LT3","C1_LT4","C1_LT5","C1_LT6","C1_LT7","C1_LT8","C1_LT9","C1_LT10","C2_LT1","C2_LT2","C2_LT3","C2_LT4","C2_LT5","C2_LT6","C2_LT7","C2_LT8","C2_LT9","C2_LT10","C3_LT1","C3_LT2","C3_LT3","C3_LT4","C3_LT5","C3_LT6","C3_LT7","C3_LT8","C3_LT9","C3_LT10","C1_L1","C1_L2","C1_L3","C1_L4","C1_L5","C1_L6","C1_L7","C1_L8","C1_L9","C1_L10","C1_L11","C1_L12","C1_L13","C1_L14","C1_L15","C2_L1","C2_L2","C2_L6","C2_L7","C2_L11","C2_L14","C2_L15","C3_L1","C3_L2","C3_L6","C3_L7","C3_L11","C3_L14","C3_L15","KS2MathstestNUM","KS2EnglishtestNUM","Y7EnglishNC","Y7MathsNC"
1353,7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Sort of true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Sort of true","Not true","Certainly true",NA,NA,NA,NA,"Always","Always","Always","Seldom","Sometimes","Often","Often","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","Not at all worried","4","2","2","Not at all worried","5","Not at all worried","Not at all worried","3","3","Not at all worried","3","Not at all worried","2","Not at all worried","2","5","4","3","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","YES!!","NO!!","NO!!","no","NO!!","yes","no","no","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO!!","NO!!","NO!!","NO!!","YES!!","NO!!","YES!!","No","YES!!","Yes","yes","no","yes","no","yes","no","yes","no","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","Not true at all","True most of the time","Not true at all","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","True most of the time","Not true at all","Not true at all","Always true","5","4","5b","6c"
1354,7057,"Sort of true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Certainly true","Certainly true","Sort of true","Not true","Not true","Certainly true","Not true","Certainly true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Not true","Not true","Certainly true","Sometimes","Sometimes","Often","Often","Always","Always","Always","Often","Often","Always","Often","Sometimes","No","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","4","3","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","3","2","4","2","Not at all worried","8","3","Not at all worried","Not at all worried","Not at all worried","6","Not at all worried","Not at all worried","3","4","Not at all worried","5","Not at all worried","5","Not at all worried","7","2","7","3","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","5","5","2","3","YES!!","NO!!","no","YES!!","NO!!","YES!!","NO!!","no","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","Yes","NO!!","YES!!","NO!!","Yes","Yes","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","Yes","NO!!","YES!!","YES!!","YES!!","NO!!","yes","no","yes","no","YES!!","NO!!","yes","no","True most of the time","Hardly ever true","True most of the time","Hardly ever true","Always true","Not true at all","True most of the time","Not true at all","Not true at all","True most of the time","Not true at all","Hardly ever true","Hardly ever true","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","5","4","5b","5a"
1355,7058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Certainly true","Not true","Not true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Certainly true","Not true","Not true","Not true","Not true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","Always","Always","Always",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","I get extremely worried about it","5","Not at all worried","I get extremely worried about it","Not at all worried","9","5","3","4","8","Not at all worried","2","6","I get extremely worried about it","Not at all worried","Not at all worried","8","I get extremely worried about it","I get extremely worried about it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","YES!!","YES!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Always true",NA,NA,NA,NA,NA,NA,NA,"3","4",NA,NA
1356,7059,"Certainly true","Not true","Sort of true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Sort of true","Not true","Certainly true","Certainly true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Sort of true","Not true","Sort of true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Not true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Sometimes","Sometimes","Seldom","Often","Sometimes","Always","Always","Always","Sometimes","Always","Sometimes","Sometimes","No","Not at all worried","5","5","3","5","3","I get extremely worried about it","2","Not at all worried","5","5","5","5","8","3","4","2","6","6","5","7","I get extremely worried about it","5","Not at all worried","I get extremely worried about it","Not at all worried","9","5","3","5","8","Not at all worried","2","6","I get extremely worried about it","Not at all worried","I get extremely worried about it","8","I get extremely worried about it","I get extremely worried about it","5","6","Not at all worried","Not at all worried","6","4","5","Not at all worried","Not at all worried","Not at all worried","5","5","5","5","6","Not at all worried","Not at all worried","8","6","Not at all worried","yes","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","No","Yes","NO!!","YES!!","NO!!","YES!!","Yes","YES!!","YES!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","NO!!","YES!!","YES!!","NO!!","YES!!","NO!!","YES!!","yes","YES!!","NO!!","yes","YES!!","Sometimes true","Not true at all","Always true","Not true at all","Always true","Not true at all","Always true","Sometimes true","Not true at all","Always true","Not true at all","Not true at all","Always true","Not true at all","Always true","True most of the time","Not true at all","Not true at all","Always true","Hardly ever true","Hardly ever true","Always true","Always true","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Always true","N (below level 2 in test) or B (working below level of the test)","3","4b","4a"
1357,7060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4a","5c"
1358,7061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Not true","Not true","Not true","Certainly true","Not true","Not true","Not true","Not true","Not true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Not true","Not true","Not true","Sort of true",NA,NA,NA,NA,"Often","Sometimes","Often","Sometimes","Often","Often","Sometimes","Sometimes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","Not at all worried","Not at all worried","2","6","7","Not at all worried","Not at all worried","6","8","8","Not at all worried","3","Not at all worried","Not at all worried","3","7","4","3","2","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","3","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","yes","no","yes","no","no","yes","NO!!","no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","YES!!","Yes","Yes","Yes","Yes","YES!!","No","Yes","no","no","no","yes","yes","YES!!","no","yes","YES!!","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","Sometimes true","Sometimes true","Hardly ever true","True most of the time","True most of the time","Sometimes true","Not true at all","Not true at all","Hardly ever true","Not true at all","Not true at all","Sometimes true","4","4","5c","5c"
1359,7062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true",NA,NA,NA,NA,"Often","Often","Often","Sometimes","Often","Always","Often","Sometimes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all worried","2","3","Not at all worried","I get extremely worried about it","2","8","Not at all worried","5","Not at all worried","7","7","4","9","Not at all worried","Not at all worried","3","I get extremely worried about it","I get extremely worried about it","9","Not at all worried","Not at all worried","Not at all worried","Not at all worried","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","3","9","Not at all worried","4","5","Not at all worried","Not at all worried","Not at all worried","Not at all worried","5","3","Not at all worried","YES!!","NO!!","NO!!","yes","NO!!","YES!!","NO!!","no","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","YES!!","NO!!","No","NO!!","YES!!","NO!!","NO!!","YES!!","YES!!","NO!!","no","NO!!","no","NO!!","YES!!","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","4","4","4a","5b"
1360,7063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Not true","Sort of true","Sort of true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Sort of true","Not true","Not true",NA,NA,NA,NA,"Sometimes","Sometimes","Sometimes","Seldom","Sometimes","Sometimes",NA,"Seldom","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","8","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","3","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","2","Not at all worried","3","2","Not at all worried","Not at all worried","Not at all worried","2","3","2","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","YES!!","NO!!","no","YES!!","NO!!","YES!!","NO!!","no","YES!!","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","Yes","YES!!",NA,"Yes","Yes","Yes","yes","no","NO!!","no","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes true","Hardly ever true","Not true at all","Sometimes true","Hardly ever true","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","True most of the time","Not true at all","Not true at all","Always true","5","4","5c","5a"
1361,7064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,7065,"Certainly true","Not true","Sort of true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Certainly true","Certainly true","Not true","Sort of true","Certainly true","Sort of true","Not true","Not true","Certainly true","Sort of true","Certainly true","Sort of true","Not true","Not true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Not true","Certainly true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Never","Never","Sometimes","Seldom","Sometimes","Always","Always","Seldom",NA,NA,NA,NA,"No","Not at all worried","5","Not at all worried","Not at all worried","9","Not at all worried","9","Not at all worried","Not at all worried","Not at all worried","9","Not at all worried","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","9","4","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","3","2","2","3","6","Not at all worried","2","6","Not at all worried","5","Not at all worried","Not at all worried","8","Not at all worried","Not at all worried","Not at all worried","4","3","4","Not at all worried","4","2","2","2","3","Not at all worried","5","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","YES!!","NO!!","NO!!","YES!!","no",NA,NA,NA,NA,NA,"Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","YES!!","NO!!","YES!!","NO!!","Yes","NO!!","YES!!","No","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","True most of the time","Not true at all","Always true","Not true at all","True most of the time","Not true at all","Not true at all","Always true","Hardly ever true","Not true at all","Not true at all","Not true at all","Always true","Sometimes true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","3","3","4c","4b"
1363,7066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Certainly true","Sort of true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Sort of true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Certainly true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true",NA,NA,NA,NA,"Always","Always","Always","Often","Often","Always","Always","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","3","Not at all worried","4","5","8","Not at all worried","Not at all worried","Not at all worried","I get extremely worried about it","6","Not at all worried","I get extremely worried about it","2","7","Not at all worried","7","I get extremely worried about it","I get extremely worried about it","I get extremely worried about it","5","3","Not at all worried","Not at all worried","Not at all worried","Not at all worried","7","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","I get extremely worried about it","8","9","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","NO!!","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","Yes","NO!!","YES!!","Yes","YES!!","NO!!","YES!!","NO!!","yes","no","yes","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Sometimes true","True most of the time","Not true at all","Not true at all","True most of the time","True most of the time","Not true at all","Sometimes true","Always true","Not true at all","Not true at all","True most of the time","4","4","5b","5b"
1364,7067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Not true","Certainly true","Not true","Certainly true","Certainly true","Certainly true","Certainly true","Certainly true","Not true","Certainly true","Certainly true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Sort of true","Sort of true","Not true","Sort of true","Certainly true","Not true","Sort of true","Certainly true","Certainly true","Not true","Certainly true","Certainly true","Certainly true",NA,NA,NA,NA,"Often","Often","Often","Often","Often","Often","Always","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","I get extremely worried about it","2","2","I get extremely worried about it","Not at all worried","5","7","I get extremely worried about it","6","8","I get extremely worried about it","8","I get extremely worried about it","8","I get extremely worried about it","I get extremely worried about it","I get extremely worried about it","Not at all worried","3","7","I get extremely worried about it","6","Not at all worried","8","2","8","Not at all worried","9","9","I get extremely worried about it","3","6","4","7","3","7","I get extremely worried about it","6","5","no","YES!!","yes","NO!!","YES!!","no","YES!!","yes","NO!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","Yes","No","Yes","No","No","No","No","no","no","no","yes","no","yes","no","no","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not true at all","Sometimes true","Always true","Hardly ever true","Always true","Always true","Not true at all","Hardly ever true","Hardly ever true","Sometimes true","True most of the time","Hardly ever true","Hardly ever true","Sometimes true",NA,NA,"5b","6c"
1365,7068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Not true","Sort of true","Not true","Sort of true","Certainly true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Sort of true","Not true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Sort of true","Not true","Certainly true",NA,NA,NA,NA,"Sometimes","Often","Always","Sometimes","Sometimes","Sometimes","Always","Sometimes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","I get extremely worried about it","Not at all worried","Not at all worried","9","Not at all worried","3","3","Not at all worried","Not at all worried","5","Not at all worried","7","3","6","Not at all worried","9","8","2","3","5","5","Not at all worried","Not at all worried","2","Not at all worried","2","Not at all worried","Not at all worried","2","3","Not at all worried","2","2","Not at all worried","Not at all worried","Not at all worried","4","2","2","yes","NO!!","NO!!","no","no","YES!!","NO!!","NO!!","no","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","NO!!","Yes","No","Yes","NO!!","YES!!","Yes","yes","NO!!","YES!!","NO!!","YES!!","no","YES!!","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Sometimes true","Sometimes true","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Sometimes true","4","4","4a","5c"
1366,7069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Sort of true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Sort of true","Sort of true","Not true","Not true","Sort of true","Sort of true",NA,NA,NA,NA,"Always","Always","Always","Always","Often","Often","Often","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","YES!!","NO!!","NO!!","YES!!","NO!!","yes","no","YES!!","no","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","Yes",NA,"Yes","Yes","YES!!","Yes","Yes","YES!!","YES!!","no","YES!!","no","yes","no","YES!!","no","YES!!","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","4","4","4a","5b"
1367,7070,"Sort of true","Not true","Sort of true","Not true","Sort of true","Not true","Not true","Sort of true","Sort of true","Sort of true","Sort of true","Not true","Not true","Sort of true","Not true","Not true","Sort of true","Sort of true","Sort of true","Sort of true","Not true","Certainly true","Sort of true","Sort of true","Not true","Sort of true","Not true","Certainly true","Certainly true","Sort of true","Sort of true","Not true","Not true","Sort of true","Not true","Sort of true","Certainly true","Not true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seldom","Seldom","Seldom","Never","Sometimes","Always","Often","Sometimes",NA,NA,NA,NA,"No","4","7","5","8","9","5","6","4","6","6","5","5","8","6","5","7","4","8","9","I get extremely worried about it","7","5","2","2","I get extremely worried about it","4","6","Not at all worried","9","2","8","2","4","8","2","Not at all worried","3","8","I get extremely worried about it","Not at all worried",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","NO!!","no","YES!!","NO!!",NA,NA,NA,NA,NA,"Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","NO!!","Yes","NO!!","YES!!","No","Yes","No","NO!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hardly ever true","Not true at all","Sometimes true","Not true at all","Sometimes true","Not true at all","True most of the time","Not true at all","Not true at all","Sometimes true","Hardly ever true","Not true at all","Not true at all","Not true at all","True most of the time","Sometimes true","Sometimes true","Hardly ever true","Sometimes true","True most of the time","Hardly ever true","Hardly ever true",NA,NA,NA,NA,NA,NA,NA,"4","5",NA,NA
